id,name,reference,mandatory
"STEP.MARA.ZZREGEW.P07","SAP Gross Weight EAN (P07)","",""
"FK_FG_LP_DOWNLTYP","FG Downlight Types","",""
"STEP.MARA.ZZREGEW.P06","SAP Gross Weight EAN (P06)","",""
"PFT-MaterialOther2 FT 1","PFT Material other2 Free Text","",""
"STEP.MARM.UMREN.P02","SAP Denominator (P02)","",""
"FK_FG_LP_ENERGYCERT","FG Energy Certifications","",""
"PFT-MaterialOther1 FT 1","PFT Material other1 Free Text","",""
"STEP.MARM.UMREN.SET","SAP Denominator (Set)","",""
"FK_FG_LP_MOUNTING","FG Mounting Types","",""
"FK_FG_LP_POLE_SHAPE","FG Pole Shapes","",""
"STEP.MARM.UMREN.P03","SAP Denominator (P03)","",""
"asset.preview","asset.preview","",""
"DD-12-NAME","Dim. drawing 12 Name","",""
"DD-12-ID","Dim. drawing 12 Letter","",""
"DD-11-NAME","Dim. drawing 11 Name","",""
"DD-11-ID","Dim. drawing 11 Letter","",""
"DD-14-ID","Dim. drawing 14 Letter","",""
"DD-13-NAME","Dim. drawing 13 Name","",""
"DD-13-ID","Dim. drawing 13 Letter","",""
"LUMENEL","Luminous flux EL (rated)","",""
"phohou.width","Housing Width","SC-9314",""
"phohou.length","Housing Length","SC-9314",""
"LUMENEM","Luminous flux EM (rated)","",""
"PFT-MaterialOfBracket FT 1","PFT Material of Bracket Free Text","",""
"VOLTEL","Voltage EL","",""
"DD-14-NAME","Dim. drawing 14 Name","",""
"phoopt.diameter","Optic Diameter","IF-1924;IF-1320;IF-32598;IF-1492;IF-32585;IF-1331;IF-1129;IF-1316;IF-1035;IF-1420;IF-1854;IF-2165;IF-1561;IF-6692424;IF-6965735;IF-1486;IF-1870;IF-1409;SC-9314;IF-1867;IF-9923;IF-1925;IF-1468;IF-1525;IF-1876;IF-3107;IF-1378;IF-1193;IF-1472;IF-1623;IF-32584;IF-1130;IF-1506;IF-1318;IF-1864;IF-1877;IF-1473;IF-3084;IF-1048;IF-1676;IF-1487;IF-1317;IF-1118;IF-1579;IF-1457;IF-7150974;IF-1043;IF-1675;IF-1015;IF-9921;IF-1474;IF-1873;IF-1314;IF-1871;IF-2166;IF-1921;IF-1169;IF-1186;IF-1906;IF-1868;IF-32578;IF-1319;IF-1856;IF-6975094;IF-1679;IF-1057;IF-1313;IF-6473048;IF-2042;IF-1264;IF-61617;IF-1863;IF-2164;IF-61619;IF-1413;IF-1914;IF-32599;IF-1488;IF-3105;IF-1329;IF-1861;IF-1037;IF-1128;IF-3087;IF-1321;IF-1121;IF-1923;IF-49752;IF-1862;IF-1855;IF-1170;IF-1311;IF-2020;IF-1875;IF-3097;IF-1475;IF-1415;IF-1922;IF-1469;IF-49754;IF-1482;IF-3085;IF-1989;IF-1132;IF-61628;IF-1119;IF-1419;IF-1903;IF-1352;IF-1865;IF-1866;IF-1672;IF-1189;IF-12358;IF-1251;IF-2046;IF-1084;IF-1133;IF-1330;IF-1060;IF-1315;IF-3078;IF-1908;IF-1228;IF-1387;IF-1646;IF-1040;IF-1902;IF-1615;IF-1483;IF-9916;IF-1898",""
"PFT-MaterialOther2 FT 2","PFT Material other2 Free Text 2","",""
"phoopt.length","Optic Length","IF-1005;IF-1164;IF-2079;IF-1684;IF-1629;IF-2255;IF-2273;IF-1326;IF-3099;IF-1512;IF-2144;IF-2105;IF-2178;IF-1269;SC-9314;IF-1147;IF-2025;IF-2195;IF-1933;IF-2102;IF-1252;IF-2253;IF-2098;IF-2094;IF-2191;IF-2050;IF-2429;IF-1510;IF-1122;IF-32579;IF-2229;IF-2333;IF-1647;IF-2135;IF-2082;IF-1191;IF-1021;IF-1422;IF-2110;IF-1897;IF-3112;IF-2217;IF-3100;IF-1644;IF-1558;IF-2249;IF-12357;IF-2028;IF-1011;IF-1375;IF-13265;IF-1226;IF-2372;IF-1192;IF-1261;IF-2365;IF-1087;IF-1198;IF-1180;IF-2220;IF-1195;IF-6975094;IF-2080;IF-1057;IF-3080;IF-2143;IF-1047;IF-2363;IF-2153;IF-1353;IF-2095;IF-1152;IF-2114;IF-1527;IF-2347;IF-1162;IF-13268;IF-1227;IF-2021;IF-2245;IF-61627;IF-2140;IF-1237;IF-1267;IF-1270;IF-2198;IF-1931;IF-3096;IF-1663;IF-1190;IF-1107;IF-1415;IF-2092;IF-1149;IF-1243;IF-1932;IF-1469;IF-1017;IF-1325;IF-2091;IF-1183;IF-2261;IF-2348;IF-1106;IF-1919;IF-2190;IF-2016;IF-1157;IF-2356;IF-2270;IF-2258;IF-1898;IF-1423;IF-2338;IF-2332;IF-2206;IF-2088;IF-1561;IF-1511;IF-12361;IF-1155;IF-1151;IF-2265;IF-2073;IF-2381;IF-2272;IF-2369;IF-1171;IF-2069;IF-3098;IF-1266;IF-2093;IF-2355;IF-2271;IF-6692424;IF-2177;IF-1098;IF-1022;IF-13246;IF-2216;IF-2189;IF-2203;IF-32580;IF-1250;IF-2084;IF-1509;IF-32594;IF-1103;IF-2200;IF-2357;IF-2066;IF-2228;IF-1242;IF-3109;IF-2193;IF-2248;IF-2048;IF-1314;IF-1355;IF-1253;IF-1528;IF-2064;IF-2099;IF-2344;IF-1020;IF-1015;IF-1053;IF-2221;IF-1150;IF-2133;IF-1920;IF-2211;IF-2425;IF-2075;IF-1559;IF-2074;IF-2030;IF-1377;IF-2374;IF-2081;IF-2236;IF-1470;IF-1187;IF-2055;IF-1024;IF-2085;IF-9922;IF-2427;IF-6963622;IF-1188;IF-2259;IF-3104;IF-2100;IF-2146;IF-1154;IF-1104;IF-1930;IF-2078;IF-2247;IF-2027;IF-2276;IF-2337;IF-1259;IF-3110;IF-2020;IF-1003;IF-1156;IF-2106;IF-2335;IF-2233;IF-2385;IF-3079;IF-1926;IF-2194;IF-1857;IF-1244;IF-2065;IF-2377;IF-1899;IF-1560;IF-1194;IF-1181;IF-1927;IF-2161;IF-3114;IF-2244;IF-3108;IF-2201;IF-32600;IF-1163;IF-1056;IF-1145;IF-2072;IF-1822;IF-1376;IF-1127;IF-1179;IF-2083;IF-2375;IF-1197;IF-2008;IF-2339;IF-2222;IF-1143;IF-1060;IF-2387;IF-2274;IF-2210;IF-2097;IF-2087;IF-3078;IF-2154;IF-2386;IF-2086;IF-3103;IF-2383;IF-1144",""
"POWEREL","Power EL (rated)","",""
"POWEREM","Power EM (rated)","",""
"phohou.height","Housing Height","SC-9314",""
"phoopt.width","Optic Width","IF-1005;IF-1164;IF-1629;IF-2079;IF-1684;IF-1512;IF-2255;IF-2273;IF-1326;IF-3099;IF-2178;IF-2144;IF-2105;IF-1269;IF-1147;SC-9314;IF-2025;IF-2195;IF-2102;IF-1933;IF-2098;IF-1252;IF-2094;IF-2253;IF-2050;IF-2429;IF-2191;IF-1510;IF-32579;IF-1122;IF-2229;IF-2333;IF-2135;IF-2082;IF-1647;IF-1191;IF-1422;IF-1021;IF-2110;IF-1897;IF-3112;IF-3100;IF-1644;IF-2217;IF-1558;IF-2249;IF-2028;IF-12357;IF-2372;IF-1375;IF-1011;IF-13265;IF-1226;IF-1261;IF-1192;IF-2365;IF-1180;IF-1195;IF-1198;IF-6975094;IF-1087;IF-2220;IF-2080;IF-2021;IF-6963622;IF-3080;IF-1057;IF-2363;IF-1047;IF-2143;IF-2153;IF-1353;IF-1152;IF-13268;IF-2114;IF-2347;IF-1527;IF-1162;IF-1227;IF-2140;IF-61627;IF-2245;IF-1237;IF-1267;IF-1270;IF-2198;IF-3096;IF-1931;IF-1107;IF-1190;IF-1663;IF-2092;IF-1469;IF-1243;IF-1149;IF-1415;IF-1932;IF-1017;IF-1325;IF-2091;IF-1183;IF-2261;IF-2348;IF-1106;IF-2190;IF-2016;IF-1919;IF-1157;IF-2356;IF-2270;IF-2258;IF-1423;IF-1898;IF-2332;IF-2206;IF-2088;IF-1561;IF-1511;IF-1155;IF-12361;IF-1151;IF-2338;IF-2265;IF-2073;IF-2369;IF-2355;IF-1171;IF-2272;IF-2069;IF-3098;IF-1266;IF-2093;IF-2381;IF-2271;IF-2177;IF-1098;IF-1022;IF-2216;IF-13246;IF-2189;IF-2203;IF-32580;IF-1150;IF-1250;IF-2084;IF-1103;IF-1509;IF-6692424;IF-32594;IF-2200;IF-2357;IF-2066;IF-1242;IF-2048;IF-3109;IF-2228;IF-2193;IF-2248;IF-3104;IF-1314;IF-2099;IF-1528;IF-1253;IF-2064;IF-1355;IF-2344;IF-1020;IF-1015;IF-2221;IF-2425;IF-1053;IF-2133;IF-1920;IF-2211;IF-2075;IF-2030;IF-1559;IF-2074;IF-1377;IF-2374;IF-1187;IF-2055;IF-1470;IF-2236;IF-2095;IF-1024;IF-2100;IF-9922;IF-2081;IF-1188;IF-2427;IF-2085;IF-1104;IF-2259;IF-1154;IF-2146;IF-2247;IF-1930;IF-2233;IF-2078;IF-2027;IF-2276;IF-2337;IF-1259;IF-3110;IF-1376;IF-2335;IF-1003;IF-2106;IF-2020;IF-1156;IF-3079;IF-2377;IF-2385;IF-2194;IF-1926;IF-1244;IF-1857;IF-2065;IF-1927;IF-1899;IF-1194;IF-1181;IF-3114;IF-1560;IF-2244;IF-3108;IF-2201;IF-32600;IF-2072;IF-1056;IF-1822;IF-1163;IF-1145;IF-2161;IF-1127;IF-1179;IF-1197;IF-2008;IF-2083;IF-2375;IF-2339;IF-1143;IF-2222;IF-3078;IF-2387;IF-1060;IF-2274;IF-2210;IF-2097;IF-2086;IF-2087;IF-2386;IF-3103;IF-2154;IF-2383;IF-1144",""
"STEP.MVKE.KONDM03","SAP Mat.pricing grp 03","",""
"US-FIXTURESIZE","Fixture Size","",""
"ECOPP_PKG_RCYCL_PAPER","Recycled content in paper (R.C.)","",""
"CO.ACTIVE","Active in countries","",""
"STEP.MVKE.MVGR301","SAP Material Group 3 01","",""
"vocab.extension.signature","vocab.extension.signature","",""
"STEP.MVKE.MVGR302","SAP Material Group 3 02","",""
"WIDG1","Width Gear G1","",""
"US-BUGRATING","B.U.G. Rating","",""
"STEP.MVKE.ZSUCCE02","SAP CSU Level Successor Product 02","",""
"vocab.assettype.conversionstring","Conversion String","",""
"US-DOWNLIGHTTYPE","Downlight Type","",""
"STEP.MARM.UMREZ.P05","SAP Numerator - Packs per Pallet 05","",""
"ECOPP_PKG_RCYCL_PLASTIC","Recycled content in plastics (R.C.)","",""
"US-MOUNTING","Mounting","",""
"US-APERTURESIZECODE","Aperture Size Code","",""
"PFT-MaterialOfGearBox FT 2","PFT Material of Gear box Free Text 2","",""
"STEP.MARM.UMREZ.P06","SAP Numerator - Packs per Pallet 06","",""
"ROHS_PHT_COMPLIANT","EU RoHS phthalates compliant","",""
"CF_LED","CF_LED","",""
"STEP.MVKE.KONDM02","SAP Mat.pricing grp 02","",""
"US-OLDCATALOGNUMBER","Old Catalog Number","",""
"REACH_SVHC_DECL","EU REACH SVHC declaration","",""
"US-KEYWORDS","Keywords","",""
"STEP.MVKE.LFMNG01","SAP delivery quantity in delivery channel 01","",""
"US-COLOURTEMPERATURE","Colour Temperature","",""
"PFT-MaterialOfReflector FT 1","PFT Material of Reflector Free Text","",""
"STEP.MVKE.VRKME01","SAP Sales unit 01","",""
"STEP.MARA.ZZREGEW.IM","SAP Gross Weight EAN (Intermediate)","",""
"US-MAXIMUMLAMPWATTS","Maximum Lamp Watts","",""
"PVC_POLICY_COMPLIANT","PVC policy compliant","",""
"STEP.MARM.UMREN.IM","SAP Denominator (Intermediate)","",""
"REACH_COMPLIANT","EU REACH restrictions compliant","",""
"US-ACCESSORIES","Accessories","",""
"LMEFFPWSYS_MAX","Luminous Efficacy System (Max)","",""
"US-LUMINAIREINPUTWATTS","Luminaire Input Watts","",""
"SYSPOW","System Power","",""
"PFT-TiltAngleHousing FT 1","PFT Tilt angle housing Free Text 1","",""
"STEP.MVKE.AUMNG03","SAP Min.order qty 03","",""
"US-LUMINAIRELUMENS","Luminaire Lumens","",""
"LMEFFPWSYS_NOM","Luminous Efficacy System (Nom)","",""
"STEP.MARM.UMREN.CAS","SAP Denominator (Case)","",""
"US-LAMPWATTS","Lamp Watts","",""
"STEP.MVKE.SCMNG01","SAP Delivery unit 01","",""
"US-EFFICACY","Efficacy","",""
"PRODUCTNAMEPRINTHID","Product Name","",""
"STEP.MVKE.ZSUCCE01","SAP CSU Level Successor Product 01","",""
"ROHS_COMPLIANT","EU RoHS compliant","",""
"US-EFFICIENCY","Efficiency","",""
"PFT-MaterialOther1 FT 2","PFT Material other1 Free Text 2","",""
"vocab.assettype.filetype.status","Status","",""
"US-NUMBEROFLAMPS","Number of Lamps","",""
"STEP.MVKE.SCMNG03","SAP Delivery unit 03","",""
"vocab.assettype.localization","Localization Context Sensitivity","",""
"STEP.MARA.ZZREGEW.SET","SAP Gross Weight EAN (Set)","",""
"US-CRI","CRI","",""
"STEP.MVKE.LFMNG03","SAP delivery quantity in delivery channel 03","",""
"PFT-MaterialOfGearBox FT 1","PFT Material of Gear box Free Text","",""
"RESPIX","Resolution In OLED Pixels","",""
"STEP.MVKE.LFMNG02","SAP delivery quantity in delivery channel 02","",""
"STEP.MVKE.KONDM01","SAP Mat.pricing grp 01","",""
"STEP.MVKE.SCHME03","SAP Unit of measure 03","",""
"WIDG3","Width Gear G3","",""
"WIDG2","Width Gear G2","",""
"HALOGEN_FREE_COMPLIANT","Halogen free compliant","",""
"PFT-MountingOutdoor FT 1","PFT Mounting Outdoor Free Text","",""
"STEP.MVKE.AUMNG01","SAP Min.order qty 01","",""
"STEP.MVKE.SCHME01","SAP Unit of measure 01","",""
"STEP.MVKE.ZSUCCE03","SAP CSU Level Successor Product 03","",""
"vocab.assettype.exactres.width","Exact Resolution Width","",""
"PFT-MountingIndoor FT 1","PFT Mounting Indoor Free Text","",""
"STEP.MVKE.MVGR303","SAP Material Group 3 03","",""
"BFR_POLICY_COMPLIANT","BFR policy compliant","",""
"STEP.MVKE.SCMNG02","SAP Delivery unit 02","",""
"ECOPP_PKG_NO_OF_PARTS","Number of packaging parts  (number of plastic bags, boxes, parts)","",""
"STEP.MVKE.SCHME02","SAP Unit of measure 02","",""
"vocab.assettype.exactres.height","Exact Resolution Height","",""
"STEP.MARA.ZZREGEW.L02","SAP Gross Weight EAN (L02)","",""
"CF_Children","CF_Children","",""
"STEP.MARM.NTGEW.L04","SAP Net Weight (Layer 04)","",""
"STEP.MARM.ZZLANGRUOM.L03","SAP Language group (Layer 03)","",""
"RGBGAMUT","RGB Gamut","",""
"STEP.MVKE.ZZCOMREDT02","Comm. Rel.Date 02","",""
"XUCDM.COPY.FK_FG_LP_SMARTPRODUCT","FG Product type","",""
"STEP.MARA.ZBRND.SET","SAP Brand (Set)","",""
"Path_PROF_FP","Path_PROF_FP","",""
"FP_PrimaryCF_Name","FP_PrimaryCF_Name","",""
"STEP.MARM.ZZLANGRUOM.L06","SAP Language group (Layer 06)","",""
"XUCDM.COPY.FK_FG_LP_DIMMING_CONTROLS","FG Dimming Controls","",""
"Material Colour","Material Colour","",""
"STEP.MARA.ZZREGEW.P03","SAP Gross Weight EAN (P03)","",""
"LUMFLPRIMR","Luminous Flux In Primary Red","",""
"STEP.MARM.UMREN.P04","SAP Denominator (P04)","",""
"STEP.MARM.UMREN.P05","SAP Denominator (P05)","",""
"PRT-POWER","Rated Lamp Power","",""
"xUCDM.Asset.PublicURL","xUCDM.Asset.PublicURL","",""
"Country of Origin","Country of Origin","",""
"LUMFLPRIMG","Luminous Flux In Primary Green","",""
"FK_FG_LP_DIMMING_CONTROLS","FG Dimming Controls","",""
"HGEARH1","Height Gear H1","",""
"STEP.MARA.ZZREGEW.P04","SAP Gross Weight EAN (P04)","",""
"LEADWIRDIA_MAX","Input Wire Cross Section (Max)","",""
"LUMFLPRIMB","Luminous Flux In Primary Blue","",""
"LMEFFPWSYS_MIN","Luminous Efficacy System (Min)","",""
"STEP.MARM.UMREN.PCE","SAP Denominator (Piece)","",""
"STEP.MVKE.VRKME03","SAP Sales unit 03","",""
"STEP.MARM.UMREZ.P04","SAP Numerator - Packs per Pallet 04","",""
"OLDSMOD_MAX","Oleds Per Module (Max)","",""
"STEP.MARM.UMREZ.P03","SAP Numerator - Packs per Pallet 03","",""
"STEP.MARM.UMREZ.L07","SAP Numerator - Packs per Layer 07","",""
"URL_ADAM","URL_ADAM","",""
"STEP.MVKE.VRKME02","SAP Sales unit 02","",""
"vocab.assettype.message.CF.prodrel","CF Message has product relations","",""
"THD_MAX","Total Harmonic Distortion (Max)","",""
"PFT-TiltAngleHousing FT 2","PFT Tilt angle housing Free Text 2","",""
"STEP.MARM.UMREZ.P02","SAP Numerator - Packs per Pallet 02","",""
"THD_NOM","Total Harmonic Distortion (Nom)","",""
"Manufacturer Name","Manufacturer Name","",""
"STEP.MARM.ZZLANGRUOM.L04","SAP Language group (Layer 04)","",""
"URL_STEP","URL_STEP","",""
"RODLNG","Length Of Rods","",""
"STEP.MARM.NTGEW.L03","SAP Net Weight (Layer 03)","",""
"Alternate Description","Alternate Description","",""
"STEP.MARM.ZZLANGRUOM.L05","SAP Language group (Layer 05)","",""
"OPTVIEW","Optimal Viewing Range","",""
"STEP.MARM.ZZLANGRUOM.L07","SAP Language group (Layer 07)","",""
"Ordering Description","Ordering Description","",""
"STEP.MARM.NTGEW.L02","SAP Net Weight (Layer 02)","",""
"STEP.MARM.ZZLANGRUOM.L01","SAP Language group (Layer 01)","",""
"FLXOLD","Luminous Flux (All OLEDs)","",""
"STEP.MARM.ZZLANGRUOM.L02","SAP Language group (Layer 02)","",""
"PFT_Preview_URL","PFT_Preview_URL","",""
"LMAIN8000","Lumen Maintenance 8000 h","IF-535;IF-539;IF-541;IF-543;IF-537",""
"ECOPP_OFFGRID_LIGHT","Solar LED lighting for off-grid areas","",""
"ETIM.V7.EF000215 A","EF000215 - Type of accessory/spare part","",""
"HEIC2","Height C2","",""
"Caption_Text_on_Reference","Caption Text Value on Reference","",""
"ETIM.V7.EF003453 L","EF003453 - Surface-mounted","",""
"SO-CCYD25_MIN","Chromaticity Coordinate Y (SO) (Min)","IF-548",""
"ETIM.V7.EF001644 A","EF001644 - Temperature class (acc. directive 94/9/EC)","",""
"STEP.MARA.ZZREGEW.L05","SAP Gross Weight EAN (L05)","",""
"ETIM.V7.EF007566 L","EF007566 - Suspension supplied with the product","",""
"SO-CCYD25_NOM","Chromaticity Coordinate Y (SO) (Nom)","IF-548",""
"STEP.MARA.ZZREGEW.L03","SAP Gross Weight EAN (L03)","",""
"PROGDIMMOP","Programmable Dimming Options","",""
"SO-CCYD25_MAX","Chromaticity Coordinate Y (SO) (Max)","IF-548",""
"ETIM.V7.EF000241 L","EF000241 - With dimmer","",""
"STEP.MARA.ZZREGEW.L06","SAP Gross Weight EAN (L06)","",""
"GRTMAT","Gear tray material","",""
"ECOPP_AQUA","Aqua-cultural: additional fish","",""
"OPTC","Optic type outdoor","IF-1326;IF-2147;IF-1147;IF-1129;IF-1164;IF-1315;IF-3099;IF-2088;IF-1193;IF-1933;IF-1378;IF-2102;IF-2050;IF-3100;IF-2144;IF-1252;IF-32579;IF-1684;IF-1422;IF-1122;IF-1331;IF-1631;IF-2094;IF-1647;IF-1191;IF-1623;PG-7097418;IF-1169;IF-1897;IF-1921;IF-3112;IF-2079;IF-1644;IF-2098;PG-44577;IFS-15391;IF-1375;IF-2101;IF-2082;IF-1192;IF-1226;IF-6965739;IF-2081;IF-32578;IF-6965738;IF-3102;IF-6960802;IF-1038;IF-61617;IF-2095;PG-6699025;IF-2074;IF-2114;PG-44555;IF-2100;MPG-167295;IF-1162;IF-2146;IF-1150;IF-1227;CAT-44366;PG-44557;IF-1170;IF-2153;IF-1931;IF-1325;CAT-6698971;IF-1919;IF-1663;IF-1190;IF-3096;IF-1149;PG-44543;IF-1107;IF-1932;IFS-10780;IF-1046;IF-1237;IF-1151;IF-13268;IF-1311;IF-1419;IF-2092;IF-2091;CAT-316024;IF-1157;IF-1035;IF-1132;IF-1352;IFS-15242;IF-1423;IF-1047;IF-2080;IF-1155;IF-1646;PG-44551;IF-12358;IF-1898;IF-1171;PG-44567;IF-1924;IF-3098;IFS-15392;IF-2097;IF-1420;IF-1925;IF-1330;IF-13265;IF-1250;IF-2069;IF-3107;IFS-15389;IF-2154;IF-2073;IF-2066;IF-32580;IF-2093;IF-2048;IF-1242;IF-1118;IF-3109;IF-3104;IF-1310;IF-32581;IF-1312;PG-44559;IF-1253;IF-2084;IF-1920;PG-44547;IF-1314;IF-1128;MPG-6861829;IF-2099;IF-1465;IF-1377;IF-2085;IF-2055;IF-6963622;IF-1152;IF-2064;IF-1154;IF-1188;IFS-15387;IF-1187;IF-1679;IF-13246;IF-2075;IF-2151;IF-1309;IF-13244;IF-1244;IF-2141;IF-1930;IF-3110;IF-1048;IF-32596;IF-3105;IF-1087;IF-49752;IF-2065;IF-1376;IF-1127;IF-1254;IF-1923;IF-3097;IF-1156;IF-1329;IF-1922;IF-1926;IF-3108;IF-1927;IF-1899;IF-3114;IF-2078;IF-2072;IF-9916;IF-1327;IF-2161;IF-13280;IF-1321;IF-1466;IF-1119;IF-12357;IF-2083;IF-1003;IF-1189;IF-1163;IF-1313;IF-1251;IFS-15388;IF-2008;IF-1145;IF-9920;IF-1143;IF-1133;IF-2087;IF-6965735;IF-2086;IF-1084;IF-1387;IF-1228;IF-3103;IF-1144","IF-1164;IF-1226;IF-61617;PG-44555;CAT-44366;PG-44551;IF-3098;IF-3104;PG-44559;IF-1253;PG-44547;IF-1244;IF-1127"
"TPINTSURF_MAX","Thermal Power At Therm Interface Surface (Max)","",""
"STEP.MARA.ZZREGEW.L07","SAP Gross Weight EAN (L07)","",""
"ETIM.V7.EF008324 L","EF008324 - With connection set","",""
"LIHR3ISUS","Life 3-Hr Instant Start [Hrs]","",""
"AIMATT","Aiming attachments","",""
"ECOPP_EXPAND","Expandability","",""
"ETIM.V7.EF009471 L","EF009471 - Suitable for constant current","",""
"PB1","PB1","",""
"STEP.MARM.UMREN.L03","SAP Denominator (L03)","",""
"HEIC1","Height C1","",""
"ETIM.V7.EF012076 L","EF012076 - With bracket","",""
"UVARED0H","UV-A Radiation 0Hr (IEC)","",""
"STEP.MARA.ZZREGEW.L04","SAP Gross Weight EAN (L04)","",""
"NAMETYPE","Name Type","",""
"ECOPP_MOD_DESIGN","Modular Design","",""
"PB2","PB2","",""
"PFCUNITA","Product family code unit A","",""
"STEP.MARA.ZZREGEW.L01","SAP Gross Weight EAN (L01)","",""
"UVBRADIAE","UV-B Radiation 100 hr (IEC)","",""
"ETIM.V7.EF008508 L","EF008508 - With power bridge","",""
"ALLOWWIRRE","Remote Wiring Configuration Allowed","",""
"STEP.MARM.NTGEW.L07","SAP Net Weight (Layer 07)","",""
"LPHOT70","Life To 70% Photon Flux","",""
"ECOPP_UPGRADE","Upgradability","",""
"ETIM.V7.EF005905 L","EF005905 - With light source","",""
"PB3","PB3","",""
"NLP","Number of light sources","IF-12358;IF-1315;IF-1188;IF-1170;IF-1326;PG-6744834;PG-44466;IF-1598;PG-44478;IF-1588;IF-1673;IF-1575;IF-1149;IF-1684;IF-1151;IF-1226;IF-12372;IF-12361;IF-1331;IF-1317;PG-44474;IF-45779;IF-1227;IF-2627;IF-1249;MPG-14996;PG-7100892;IF-2888;IF-1155;IF-1574;IF-1623;PG-6857680;IF-7007820;IFS-15391;IF-1595;IF-1264;IF-1032;IF-2372;IFS-15287;PG-44553;IF-3102;IF-1154;PG-7100900;MPG-6765093;IF-1165;IF-1632;IFS-15279;PG-7141621;PG-44555;IF-1251;IF-3113;PG-44458;PG-44450;IF-7125180;IF-1127;IF-2347;IFS-15278;IF-1260;IF-1465;IF-1594;PG-44557;IF-1596;PG-44446;PG-44563;IF-1325;PG-6861156;PG-44561;CAT-44365;IF-1663;FP-929000116903;IF-1602;IF-1591;IF-1017;MPG-6861829;IF-2664;IF-7100388;IF-1028;IF-1018;IFS-10780;PG-44543;PG-44462;PG-6765098;IF-1152;IF-13268;IF-1681;PG-44464;PG-44422;PG-6845551;IF-1036;IF-12363;IF-1187;CAT-316024;IF-2886;IF-1584;IF-1589;IF-1107;PG-44573;IF-1183;PG-44551;IF-1615;IF-1311;IF-1590;IF-1316;IF-1181;IFS-15392;IF-1320;IF-1442;IF-1601;MPG-44413;PG-44579;IF-1253;IF-3114;IFS-15389;IF-1676;IF-1666655;IF-1583;IF-1593;IF-13265;IFS-15384;IF-1144;IF-2355;IF-1145;IF-1156;PG-44608;IF-1585;IF-2344;PG-44420;IF-1143;PG-44454;IF-32581;IF-1312;IF-2606;IF-1318;IF-1266;IF-1587;IF-1044;IF-1084;IFS-15276;PG-7099782;IFS-15288;IF-1314;IF-1015;IF-1592;IF-1679;IF-1250;PG-44432;IF-1377;IF-1319;IF-3098;PG-6861934;IF-1103;IF-1171;IF-13246;PG-7097420;IFS-15387;IF-2374;IF-1248;PG-44416;IF-1169;IF-2889;IF-1147;PG-7100898;IF-1675;IF-1674;IF-3100;PG-6857908;IF-1607;IF-1252;IF-1597;PG-44545;IF-2668;IF-2337;IFS-15290;MPG-167295;PG-44470;IF-32596;IF-1375;IF-1576;IF-1567;IF-1578;PG-7097422;IF-1072;IF-2352;PG-7100902;IF-2335;IF-2377;PG-6857700;MPG-14998;IF-2666;PG-44575;IF-2667;PG-6744832;IF-13244;IFS-15388;IF-1672;IF-1321;IFS-15286;IF-1327;IF-2528;PG-44438;IF-12357;IF-1003;IF-1071;CAT-44366;IF-1313;IF-2607;MPG-44410;IF-1444;IF-1428;PG-7100894;IF-1376;IF-1577;IF-1447;IF-1108;IF-1244;IFS-15277;IF-1019;IF-13280;IF-3099;IFS-15385;IF-2360","PG-44466;PG-44478;PG-44474;PG-44553;PG-44458;PG-44450;PG-44557;PG-44446;PG-44561;PG-44462;PG-44573;IF-1666655;PG-44608;PG-44420;PG-44454;PG-44432;PG-44416;PG-44545;PG-44470;PG-44438"
"ECOPP_DISASSEMBLY","Disassembly","",""
"ETIM.V7.EF009354 L","EF009354 - Suitable for light-track mounting","",""
"OPTE","Optical element","IF-2206;IF-1253;IF-1309;IF-1316;IF-1320;IF-33897;IF-1127;IF-2369;IF-61617;IF-3099;IF-2220;IF-6965735;IF-1135;IF-1457;IF-2356;IF-1162;IF-1200;IF-32580;IF-61686;IF-1317;IF-2255;IF-7007820;IF-32579;IF-1631;PHG-3182787;IF-1311;IF-1249;IF-3079;IF-1681;IF-1321;IF-1989;IF-1051;IF-1310;IF-1312;IF-1128;IF-1132;IF-1147;IF-1003;IF-3067804;IF-1318;IF-1164;CAT-316024;IF-32578;IF-2265;IF-2190;IF-6682450;IF-6682464;IF-1319;IF-2082;IF-1615;IF-3104;IF-1201;IF-3098;IF-3102;IF-1314;IF-3158502",""
"GLMAT","Gland material","",""
"ECOPP_SERVICE","Serviceability","",""
"STEP.MARM.UMREN.L02","SAP Denominator (L02)","",""
"GLMAI","Gland for mains supply","",""
"ETIM.V7.EF002383 A","EF002383 - Standard indication (ECE)","",""
"RUNUPTMDIM","Run-Up Time Before Dimming","",""
"STEP.ZRCC.CHAR.DIAM","SAP Diameter","",""
"PB8","PB8","",""
"ETIM.V7.EF002353 L","EF002353 - Suitable for emergency power with DC supply","",""
"COOLING","Cooling","",""
"PLTYP","Pole type","","PG-44537 (Poles)"
"vocab.assettype.reftype.refname","Reference Type Reference Name","",""
"CIRCUITTYP","Circuit Type","",""
"ETIM.V7.EF002354 L","EF002354 - Suitable for frequent switching","",""
"vocab.assettype.reftype.displayname","Reference Type Display Name","",""
"PWRLOSS220","Power Loss At 220 V","",""
"APPLCODEGR","Application Code","",""
"PB5","PB5","",""
"STRIPLEN","Wire Striplength","",""
"STEP.ZRCC.CHAR.CW","SAP Counterweight","",""
"vocab.assettype.reftype.id","Reference Type ID","",""
