id,name,reference,mandatory
"LUMFLUXT15","Initial luminous flux at 15 °C","IF-1036;IF-1249;IF-1152;IF-6963622;IF-1187;PG-44555;IF-13265;IF-12357;IF-1084;IF-13280;IF-1144;IF-1155;IF-1251;IF-1035;IF-1087;IF-1143;IF-1244;IF-1048;IF-3099;IF-2080;IF-1107;IF-1188;IF-1165;IF-2081;IF-7007820;IF-1171;IF-1047;PG-44543;IF-3098;IF-1156;IF-1038;IF-1150;IF-1170;IF-3100;IF-1227;IF-1253;IF-1252;IF-3114;IF-1154;IF-1149;IF-1151;IF-1147;IF-1046;IF-1226;IF-1254;IF-1145;IF-1248;PG-44551;IF-1169",""
"BATTGUARVIGN","Battery Voltage Guaranteed Ignition","",""
"OUTPEAKVL_MAX","Output Peak Voltage (Max)","",""
"LIFE50FAIL_MAX","Life To 50% Failures (Max)","",""
"ETIM.V6.EF007566 L","EF007566 - Suspension supplied with the product","",""
"OPCIRCVLT","Open Circuit Voltage","",""
"LIFE50FAIL_MIN","Life To 50% Failures (Min)","",""
"ETIM.V6.EF009172 L","EF009172 - Batteries included","",""
"LIFE50FAIL_NOM","Life To 50% Failures (Nom)","",""
"ETIM.V6.EF000109 L","EF000109 - Electronic","",""
"IGNWSOFTIM_NOM","Ignition Switch-Off Time (Nom)","",""
"EPN.ABBREV","EPN Abbreviation","",""
"ETIM.V6.EF008531 N","EF008531 - Hoisting speed","",""
"STEP.MARA.ZZB2C","SAP B2C relevant","",""
"ETIM.V6.EF001792 N","EF001792 - Number of cores","",""
"LUMFLUXT25","Initial luminous flux at 25 °C","IF-1249;PG-44551;IF-1152;IF-1036;PG-44555;IF-13265;IF-1144;IF-1251;IF-1084;IF-1187;IF-1155;IF-1087;IF-1035;IF-13280;IF-1143;IF-2080;IF-1244;IF-1048;IF-3099;IF-1107;IF-1165;IF-12357;IF-1188;IF-2081;PG-44543;IF-1171;IF-6963622;IF-1047;IF-3098;IF-3100;IF-1038;IF-1156;IF-1150;IF-1170;IF-1154;IF-1227;IF-1253;IF-1252;IF-3114;IF-1149;IF-1046;IF-1147;IF-1151;IF-1226;IF-1254;IF-1145;IF-1248;IF-1169;CAT-316024;IF-7007820",""
"IGNWSOFTIM_MAX","Ignition Switch-Off Time (Max)","",""
"4889","Asset Keywords","",""
"HIPOTTE1MI","Hipot Test (1 Minute)","",""
"VOLTINPAC","Input Voltage (AC)","",""
"UVC","UV C","",""
"OPCIRCVLTTST","Open Circuit Voltage Test (Volts)","",""
"UVA","UV A","",""
"PWRLOSS_NOM","Power Losses (Nom)","",""
"LAMPPWR","Lamp power","",""
"OUTPPWR_NOM","Output Power (Nom)","",""
"INSMETH","Installation Method","","CAT-27442 (OLED)"
"LINEFREQ","Input Frequency","","CAT-9321 (Lamp Drivers);PG-44460 (Dust/ water protected LED);PG-44434 (Free standing floor LED);PG-44448 (Surface-mounted LED);IF-3084 (GreenSpace Accent RS340B-RS343B);PG-44553 (Tunnel or underpass conventional);MPG-44487 (Electrical accessories);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44561 (Floodlight recessed conventional);PG-44563 (Floodlight recessed LED);MPG-44488 (Gear);MPG-9434 (Drivers);IF-3082 (SmartBright LED DN060B-DN063B);PG-44440 (Recessed functional LED);PG-44456 (Wall LED);PG-44464 (High-bay/ low-bay LED);PG-44551 (Street lantern LED);MPG-44493 (Power tracks);PG-44422 (Light-line (with trunking) LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44480 (Spotlight/ projector LED);MPG-44584 (Electrical accessories);PG-44418 (Batten LED);IF-1253 (ClearFlood BVP650/651);CAT-27442 (OLED);MPG-44585 (Gear);PG-44430 (Free standing desk LED);PG-44547 (Road lighting LED);PG-44452 (Suspended LED);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);PG-44609 (Cleanroom LED);PG-44472 (Gridlight LED);MPG-27451 (Solutions);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3085 (LuxSpace Accent RS730B-RS752B);IF-1244 (CoreLine Tempo BVP110/120/130)"
"PFT.Ranking","Rank","",""
"ClassRef.ranking","Rank","",""
"OUTPPWR_MAX","Output Power (Max)","",""
"PLA-TL5","Lamp Power On TL5","",""
"MODDIM","Module Dimensions","",""
"INPUTPWR3H","Input Power 3h Battery","",""
"FP.ranking","Rank","",""
"STEP.MVKE.VMSTA12.DESC","SAP X-DChain status (Special) desc.","",""
"ANBDIAM","Anode Base Diameter","",""
"FOOTNOTEI4","Footnote Incandescent 4","",""
"SO-CRID25_MIN","Color Rendering Index (SO) (Min)","IF-548",""
"FLXFRM","Luminous Flux (Frame Mode)","",""
"LMAIN10000_NOM","Lumen Maintenance 10000 h (Nom)","IF-543;IF-523;IF-526;IF-536;IF-516;IF-517;IF-518;IF-537;IF-515;IF-524;IF-531;IF-544;IF-522;IF-521",""
"SO-CRID25_NOM","Color Rendering Index (SO) (Nom)","IF-548",""
"CONTYPECTR","Connector Type Control Input Terminals","",""
"Classification.ranking","Rank","",""
"LIFTCASM10","Lifetime at Tcase -10 °C","",""
"LUMFLUXT45","Initial luminous flux at 45 °C","IF-1152;IF-1249;IF-1036;PG-44555;IF-1251;IF-13265;IF-1187;IF-6963622;IF-1143;IF-1035;IF-1084;IF-13280;IF-2080;IF-1107;IF-1048;IF-3099;IF-1165;IF-1188;IF-1244;IF-2081;IF-12357;IF-1171;IF-1154;PG-44543;IF-3098;IF-1047;IF-1170;IF-3100;IF-1038;IF-1227;IF-1156;IF-1169;IF-1248;IF-1150;IF-7007820;IF-1149;IF-3114;IF-1252;IF-1253;IF-1046;IF-1087;IF-1151;IF-1155;IF-1147;IF-1254;IF-1144;IF-1145;PG-44551;IF-1226",""
"TIMEIGNITE_MIN","Ignition Time (Min)","",""
"PHOSTEMP","Phosphor temperature","",""
"TIMEIGNITE_NOM","Ignition Time (Nom)","",""
"TIMEIGNITE_MAX","Ignition Time (Max)","",""
"LIFTCAS10","Lifetime at Tcase +10 °C","",""
"ACTTEMPPRT","Active Temperature Protection","",""
"NMCB","Number of products on MCB of 16 A type B","","PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);IF-1165 (Vital LED BGP670);IF-1244 (CoreLine Tempo BVP110/120/130);IF-3098 (LumiStreet Small BGP/BGS212/213);CAT-44365 (Prof. Europe Indoor Luminaires);IF-1253 (ClearFlood BVP650/651);PG-44551 (Street lantern LED);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-1226 (Ocean Road LED BRP708)"
"LMPPWRTOL","Lamp Power Tolerance","",""
"LOUT5SEC","Nominal Light Output After 5 Seconds","",""
"WCSBALCTC","Ballast Contact Wire Cross Section","",""
"MS","Master-slave unit","",""
"BALLUMEF","Ballast luminous efficiency","",""
"PWRLOSS_MAX","Power Losses (Max)","",""
"LUMFLUXT35","Initial luminous flux at 35 °C","IF-1152;PG-44543;IF-1249;IF-1036;IF-1251;IF-13265;IF-1144;IF-1187;IF-1035;IF-1143;IF-1087;IF-6963622;PG-44555;IF-1084;IF-13280;IF-2080;IF-1244;IF-1048;IF-3099;IF-1107;IF-1165;IF-12357;IF-1188;IF-2081;IF-1171;IF-3098;IF-1047;IF-1170;IF-3100;IF-1156;IF-1038;IF-1154;IF-1227;IF-1248;IF-1150;IF-1253;IF-1149;IF-1252;IF-3114;IF-1046;IF-1147;IF-1155;IF-1151;IF-1254;PG-44551;IF-1226;IF-1145;IF-1169;IF-7007820",""
"4888","Asset Description","",""
"xUCDM_CATEGORY_NAME","xUCDM_CATEGORY_NAME","",""
"UVB","UV B","",""
"xUCDM_CATEGORY_CODE","xUCDM_CATEGORY_CODE","",""
"DEFOUTCUR","Default output current","",""
"INPUTPWR1H","Input Power 1h Battery","",""
"CTRLINT","Control interface","","IF-61617 (CityCharm BDS490/491)"
"xUCDM_FG_isPublishable","isPublishable","",""
"STNDHARMCS","Harmonic Current Emission Standard","",""
"GASFIL","Gas Filling","",""
"BATTCPCTY","Battery Capacity","",""
"LI50PR_MAX","Life To 50% Failures Preheat (Max)","",""
"PPFMAIN2K","PPF Maintenance 2000 h","PG-167294",""
"LM50T25CAL","Lumen Maintenance 50% at 25°C Calculated","",""
"LM50T40REP","Lumen Maintenance 50% at 40°C Reported","",""
"CORESIZE","Core Size","",""
"LI50PR_MIN","Life To 50% Failures Preheat (Min)","",""
"PLA-CPOCDM","Lamp Power On CPO-CDM","",""
"LM50T25REP","Lumen Maintenance 50% at 25°C Reported","",""
"BEAMDESCR","Beam Description","IF-540;IF-528;IF-542;IF-585;FP-929689151502;IF-568;IF-547;IF-587;IF-539;IF-545",""
"STEP.MVKE.MVGR312.DESC","SAP Material Group 3 12 desc.","",""
"STEP.MARC.ZZPAL12.DESC","SAP Default pallet type 12 desc.","",""
"LM50T50REP","Lumen Maintenance 50% at 50°C Reported","",""
"STEP.MVKE.KONDM12.DESC","SAP Mat.pricing grp 12 desc.","",""
"HOUSCONF","Housing configuration","IF-1903;IF-2221;IF-3111;IF-1506;IF-1492;IF-2354;IF-2375;IF-6568878;IF-1194;IF-2189;IF-1444;IF-1136;IF-1321;IF-2369;IF-2222;IF-1248;IF-2236;IF-2365;IF-2363;IF-1415;IF-2335;IF-13280;IF-2074;IF-2356;IF-2235;IF-2210;IF-61690;IF-2220;IF-2244;IF-2265;IF-1447;IF-2249;IF-1486;IF-32594;IF-2374;CAT-316024;IF-2272;IF-1198;IF-3115;IF-12358;IF-32585;IF-2255;IF-2258;IF-2028;IF-3079;IF-2200;IF-2261",""
"xUCDM.COMFAMCODE","Commercial Family code","","J-fam (Commercial Family Maintenance)"
"FP_CF_PARENT_IDS","FP_CF_PARENT_IDS","",""
"TEMBULB_MIN","Bulb Temperature (Min)","",""
"STEP.MARC.HERKL12.DESC","SAP Country of origin 12 desc.","",""
"CATHBDIAM","Cathode Base Diameter","",""
"LM70T50REP","Lumen Maintenance 70% at 50°C Reported","",""
"LI50PR_NOM","Life To 50% Failures Preheat (Nom)","",""
"PWRLOSS127","Power Loss at 127 V","",""
"STEP.MVKE.VRKME12.DESC","SAP Sales unit 12 desc.","",""
"LM70T40REP","Lumen Maintenance 70% at 40°C Reported","",""
"STEP.MARM.EAN11.PCE","SAP EAN/UPC - Piece","",""
"XUCDM.STEP.MVKE.VMSTA12","Running Local PROF SAP","",""
"TRUNKLGTH","Trunking length","IF-1825;IF-1824;IF-2372;IF-2377;IF-1243;IF-1017;IF-2374;IF-1021;IF-2376;IF-1020;IF-1024;IF-6555278;IF-1022;IF-1016",""
"LM50T50CAL","Lumen Maintenance 50% at 50°C Calculated","",""
"FP_CF_PARENT_NAMES","FP_CF_PARENT_NAMES","",""
"LM70T25REP","Lumen Maintenance 70% at 25°C Reported","",""
"STEP.MVKE.VMSTA12","SAP X-DChain status (Special)","",""
"TEMBULB_NOM","Bulb Temperature (Nom)","",""
"LM50T40CAL","Lumen Maintenance 50% at 40°C Calculated","",""
"TEMBULB_MAX","Bulb Temperature (Max)","",""
"LMAIN10000_MIN","Lumen Maintenance 10000 h (Min)","IF-543;IF-518;IF-516;IF-536;IF-526;IF-517;IF-522;IF-537;IF-515;IF-544;IF-523;IF-524;IF-531;IF-521",""
"PLXTHEIGHT","Pole extension height","",""
"RODLENGTH","Extension rod length","",""
"PSY-TL5ECO","System Power On TL5 ECO","",""
"WCSOUTTERM","Output Terminal Cross Section","",""
"FOOTNOTEI1","Footnote Incandescent 1","",""
"LMAIN10000_MAX","Lumen Maintenance 10000 h (Max)","IF-543;IF-517;IF-516;IF-536;IF-523;IF-518;IF-521;IF-544;IF-537;IF-526;IF-515;IF-524;IF-522;IF-531",""
"PPFMAIN4K","PPF Maintenance 4000 h","PG-167294",""
"REGLEVEL","Regulating Level","",""
"RODSMOD_MAX","Rods Per Module (Max)","",""
"R9","Saturated Red","IF-543",""
"PPFMAIN5K","PPF Maintenance 5000 h","PG-167294",""
"MATFRBC","Material Front/Back","",""
"OUTPISOLTN","Output Insulation","",""
"FOOTNOTEI2","Footnote Incandescent 2","",""
"STNDSAFETY","Safety Standard","",""
"COMM.INTROFP","Introduction text. If not correct, please change it here","","CAT-44368 (Outdoor Accessories);CAT-44366 (Outdoor)"
"LAMPTYP","Lamp type","",""
"REFNECTEMP_MAX","Reflector Neck Temperature (Max)","",""
"XUCDM.COMM.INTROFP","Introduction text for Publication (taken from Primary CF)","","SC-9314 (Product Maintenance)"
"DECOACC","Decorative accessories","IF-2636;IF-7166080;IF-2510;IF-1127;IF-1486;IF-2509;IF-2504;IF-2637;IF-2616;IF-1386;MPG-44489;IF-2643;MPG-44586;IF-1415;IF-1565;IF-2613;IF-1031;IF-2683;IF-1057;IF-1048;IF-2517;IF-32585;IF-1033;IF-2503;IF-2507;IF-2518;IF-1564;IF-2505;IF-1469;IF-2499;IF-1666655;CAT-316024;IF-2648;IF-1378",""
"ARMLENGTH","Mounting arm length","",""
"PSE-MARK","PSE mark","",""
"INCURWOPFC","Input Current without PF Correction","",""
"CERTIFICATION-MARKS","Certifications","",""
"WORDISTAN","Working Distance WD","",""
"CAPHEIG","Capacitor Height","",""
"SYSPEM25N","System Wattage EM 25°C, Nom","",""
"CAPLEW_NOM","Cap Length U (Nom)","",""
"LM90T40REP","Lumen Maintenance 90% at 40°C Reported","",""
"CAPLEW_MAX","Cap Length U (Max)","",""
"TIME90LF","Lifetime to 90% luminous flux","",""
"TRUNKSPOT","Spots on trunking","",""
"LM90T40CAL","Lumen Maintenance 90% at 40°C Calculated","",""
"LM90T25REP","Lumen Maintenance 90% at 25°C Reported","",""
"LLMFENDL_NOM","LLMF At End Of Nominal Lifetime (Nom)","MPG-9948;IF-569;CAT-9326;IF-539;MPG-9856;MPG-9857;IF-568","MPG-9948"
"LM80T40CAL","Lumen Maintenance 80% at 40°C Calculated","",""
"PLO-TL5ECO","Power Loss On TL5 ECO","",""
"FOOTNOTEHID1","Footnotes HID 1","",""
"FINISH","Finish","",""
"CAPLEW_MIN","Cap Length U (Min)","",""
"LM90T50REP","Lumen Maintenance 90% at 50°C Reported","",""
"LDISTR","Light Distribution","IF-2342;IF-2138;IF-1822;IF-2143;IF-2383;IF-2357;IF-1147;IF-1129;IF-2139;IF-6498706;IF-571;IF-2356;IF-3096;IF-2249;IF-2216;IF-6600762;IF-2080;IF-2142;IF-1122;IF-572;IF-2386;CAT-316024;IF-32600;IF-1047;IF-2081",""
"ENDPWRCLO","End CLO power consumption","","IF-61617 (CityCharm BDS490/491);IF-3104 (UniStreet BGP/BGS202/203/204);IF-33897 (Thema 2 BDP/BSP607)"
"PRT-SON","Rated Lamp Power On SON","",""
"REFLMAT","Reflector material","","CAT-44365 (Prof. Europe Indoor Luminaires);IF-9923 (StyliD ST730C-ST750T);PG-44434 (Free standing floor LED);IF-3085 (LuxSpace Accent RS730B-RS752B);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44472 (Gridlight LED);PG-44609 (Cleanroom LED);IF-3084 (GreenSpace Accent RS340B-RS343B);CAT-44366 (Prof. Europe Outdoor Luminaires)"
"PFC","Product family code","",""
"FOOTNOTEHID2","Footnotes HID 2","",""
"LLMFENDL_MIN","LLMF at End of Nominal Lifetime (Min)","IF-569;CAT-9326;IF-539;MPG-9856;MPG-9857;IF-568",""
"INITPWRCLO","Initial CLO power consumption","","IF-61617 (CityCharm BDS490/491);IF-33897 (Thema 2 BDP/BSP607);IF-3104 (UniStreet BGP/BGS202/203/204)"
"MDCSINK_MAX","Sinking Current (DALI) (Max)","",""
"LM90T25CAL","Lumen Maintenance 90% at 25°C Calculated","",""
"LUMFL6500K","Initial luminous flux at color temperature of 6500 K","",""
"LM90T50CAL","Lumen Maintenance 90% at 50°C Calculated","",""
"ECCENTRIC_MAX","Eccentricity (Max)","",""
"LIFCODE","LIF Code","",""
"DIMLUMFLUX","Luminous flux at dimming","IF-1249;IF-1244;IF-7007820;IF-1154;IF-1156;IF-1623;CAT-316024;IF-1127;IF-1155;IF-2081;IF-1188",""
"LIFE90SURV","Life To 90% Survivors","",""
"INLENGTH","Inner length","",""
"LM70T40CAL","Lumen Maintenance 70% at 40°C Calculated","",""
"COLCOD","Color Code","MPG-9858;MPG-9859;IF-548;MPG-9857;IF-545;PG-26542;IF-505;IF-507;FP-929000116903;CAT-9326","MPG-9857"
"SOLUMFD25_NOM","Luminous Flux (SO) (Nom)","IF-548",""
"OUTPUTCONN","Number of output connectors","",""
"LM80T50REP","Lumen Maintenance 80% at 50°C Reported","",""
"STNDPERFMC","Performance Standard","",""
"LM80T25REP","Lumen Maintenance 80% at 25°C Reported","",""
"LIFE10FAIL_MAX","Life To 10% Failures (Max)","",""
"EcoPP_CSChapterGroupName","EcoPP_CSChapterGroupName","",""
"LM70T25CAL","Lumen Maintenance 70% at 25°C Calculated","",""
"LMAIN70","Life To 70% Lumen Maintenance","IF-570;IF-505;IF-502;IF-503;IF-500;MPG-27444",""
"LUMEFFY","Initial LED luminaire efficacy","","PG-44460 (Dust/ water protected LED);PG-44579 (Special LED);PG-44440 (Recessed functional LED);IF-1226 (Ocean Road LED BRP708);PG-44434 (Free standing floor LED);PG-44448 (Surface-mounted LED);PG-44547 (Road lighting LED);IF-1253 (ClearFlood BVP650/651);IF-3084 (GreenSpace Accent RS340B-RS343B);PG-44571 (Horticulture LED);PG-44575 (Security LED);PG-44430 (Free standing desk LED);PG-44476 (Recessed spotlight LED);PG-44452 (Suspended LED);PG-44559 (Floodlight surface LED);IF-3098 (LumiStreet Small BGP/BGS212/213);IF-1165 (Vital LED BGP670);PG-44555 (Tunnel or underpass LED);PG-44543 (Bollard LED);PG-44609 (Cleanroom LED);PG-44468 (Downlight LED);PG-44422 (Light-line (with trunking) LED);PG-44472 (Gridlight LED);PG-44583 (Other LED);PG-44563 (Floodlight recessed LED);PG-44551 (Street lantern LED);PG-44456 (Wall LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44464 (High-bay/ low-bay LED);PG-44418 (Batten LED);IF-3085 (LuxSpace Accent RS730B-RS752B);IF-1183 (Pentura Mini BN130C-BN133C);PG-44480 (Spotlight/ projector LED);PG-44567 (Floodlight underwater LED)"
"BTTVOLTGE","Battery Voltage","",""
"ERY320INC","Erythemal Radiation <lt/>=320nm","",""
"LM70T50CAL","Lumen Maintenance 70% at 50°C Calculated","",""
"SOLUMFD25_MIN","Luminous Flux (SO) (Min)","IF-548",""
"PSY-PL-L","System Power On PL-L","",""
"XUCDM.COPY.FK_FG_LP_LUM_MOUNTING","FG Mounting type","",""
"LM80T25CAL","Lumen Maintenance 80% at 25°C Calculated","",""
"LIFE10FAIL_MIN","Life To 10% Failures (Min)","",""
"EcoPP_CSChapterItemRank","EcoPP_CSChapterItemRank","",""
"'LM80T50CAL","Lumen Maintenance 80% at 50°C Calculated","",""
"EcoPP_CSChapterGroupRank","EcoPP_CSChapterGroupRank","",""
"EcoPP_CSChapterGroupID","EcoPP_CSChapterGroupID","",""
"LIFE10FAIL_NOM","Life To 10% Failures (Nom)","",""
"PLA-TL-DE","Lamp Power On TL-D ECO","",""
"LAMPPOS","Lamp position","IF-2146;IF-2092;IF-1331;IF-2081;IF-1021;IF-2078;IF-2154;IF-1422;IF-2083;IF-2088;IF-1330;IF-2073;IF-1264;IF-2079;IF-2069;IF-2098;IF-1326;IF-2095;IF-2097;IF-2074;IF-2094;IF-1315;IF-2084;IF-2086;IF-2087;IF-2085;IF-1930;IF-1329;IF-1313;IF-2027;IF-1420;IF-2065;IF-2149;IF-1325;IF-1914;IF-1675;IF-2099;IF-1314;IF-2100;IF-1015;IF-2064;IF-1419;IF-2153;IF-2093;IF-1674",""
"LUMFLUXTOL","Luminous flux tolerance","IF-1144;IF-1155;IFS-15276;IF-1060;IFS-15384;IF-1143;IF-1227;IF-12361;IF-1084;IF-1154;IF-1151;PG-44460;IF-12357;IF-32585;IF-1040;IF-1098;IF-1908;IF-2081;IF-2050;IF-3083;IF-1171;IF-1253;IF-1053;IF-3098;IF-45779;IFS-15288;PG-44434;PG-44418;IF-2025;PG-44547;IF-1409;IF-1492;IF-1226;IFS-15287;PG-6744832;IF-32584;IF-32593;IF-1252;IF-1251;PG-44430;IF-32594;IF-2048;PG-44476;IFS-15279;IF-1038;PG-7146660;IF-1048;PG-44452;IF-3099;IF-1043;PG-44559;IF-1165;IF-3084;IFS-15278;IF-7207876;IF-6960802;IF-6965739;PG-44543;IF-1169;IF-1249;CAT-44366;PG-6709955;CAT-316024;IF-2110;IF-7007820;IF-2021;IF-6965738;PG-44609;IF-1248;PG-44472;IF-1150;PG-44555;IF-1254;IF-3100;IF-9921;IFS-15290;PG-44468;IF-7125175;IF-45781;PG-44440;PG-6699025;IF-13280;IF-1087;PG-44448;CAT-6702460;IF-6963622;IF-12363;IF-3081;CAT-44365;IF-1057;IF-1036;PG-7144779;IF-1046;IF-2030;IF-1413;IF-3067804;IF-1104;IF-32597;IFS-15385;IF-2028;IF-3085;IF-3067807;IF-1047;CAT-6698971;IF-1152;IF-2106;IF-13268;IFS-15286;PG-44464;IF-1187;IF-61627;IF-3080;IF-2027;PG-44456;IF-1188;IF-13265;IF-1056;IF-1415;IF-1106;PG-44551;IF-2020;IF-9918;IF-2080;IFS-15277;IF-61619;IF-1183;IF-1244;PG-44422;IF-1107;IF-3079;IF-61690;IF-1179;PG-44480;IF-1145;IF-12372;IF-1035;IF-7125186;IF-1156;IF-1170;IF-1181;IF-1149;IF-2274;IF-1147;IF-2046;IF-3114","PG-44460;IF-1253;IF-3098;PG-44434;PG-44418;PG-44547;IF-1226;PG-44430;PG-44476;PG-44452;PG-44559;IF-1165;IF-3084;PG-44543;PG-44609;PG-44472;PG-44555;PG-44468;PG-44440;PG-44448;IF-3067804;IF-3085;IF-3067807;PG-44464;PG-44456;IF-1415;PG-44551;IF-1183;IF-1244;PG-44422;PG-44480"
"NAMEEXT","Lamp version","IF-6963622;IF-1145;IF-9917;IF-6775396;IF-9916;IF-2273;IF-1005;IF-1149;IF-1128;IF-6965735;IF-2274;IF-1170;IF-32575;IF-3100;IF-1169;IF-1224;CAT-316024;IF-3099;IF-1237;IF-1152;IF-1227;IF-1244;IF-1122;IF-3097;IF-1083;IF-1153;IF-1313;IF-1151;IF-3104;IF-32579;IF-33897;IF-1047;IF-1171;IF-1250;IF-1132;IF-1157;IF-1131;IF-7166080;IF-1162;IF-2375;IF-1143;IF-3067804;IF-1253;IF-1321;IF-1129;IF-61688;IF-1147;IF-1150;IF-3098;IF-2236;IF-1228;IF-32580;IF-2149527;IF-1127;IF-2080;IF-1048;IF-6965738;IF-2427",""
"FAILRATE","Driver failure rate at 5000 h","","PG-44551 (Street lantern LED);IF-1226 (Ocean Road LED BRP708);PG-44460 (Dust/ water protected LED);IF-1253 (ClearFlood BVP650/651);PG-44434 (Free standing floor LED);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44448 (Surface-mounted LED);IF-3098 (LumiStreet Small BGP/BGS212/213);IF-3084 (GreenSpace Accent RS340B-RS343B);IF-1165 (Vital LED BGP670);PG-44452 (Suspended LED);CAT-44366 (Prof. Europe Outdoor Luminaires);PG-44472 (Gridlight LED);PG-44609 (Cleanroom LED);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1415 (LuxSpace gen2 DN570B-DN572B);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44464 (High-bay/ low-bay LED);IF-1183 (Pentura Mini BN130C-BN133C);PG-44422 (Light-line (with trunking) LED);PG-44456 (Wall LED);PG-44480 (Spotlight/ projector LED)"
"FK_FG_LP_LUM_MOUNTING","FG Mounting type","",""
"LM80T40REP","Lumen Maintenance 80% at 40°C Reported","",""
"IGN","Ignitor","",""
"DIAME2","Diameter E2","",""
"LLMF20000","LLMF 20000 h Rated","IF-520;IF-529;IF-525;IF-523;IF-541;IF-517;IF-528;IF-514;IF-536;IF-513",""
"PLHEIGHT","Pole height","","PG-44537 (Poles)"
"Product.Date.Activation.EOP.Global.OEM","EOP Final Product Global OEM","",""
"DIAME1","Diameter E1","",""
"USEOUTDOOR","Suitable For Outdoor Use","",""
"Product.Date.Activation.SOP.Global.OEM","SOP Final Product Global OEM","",""
"CTRINPPROT","Control Input Protection","",""
"THDEUR","Total Harmonic Distortion EUR","",""
"DIAMD1_NOM","Diameter D1 (Nom)","",""
"LIFE35US","Life to 35% failures","",""
"PFT-Warranty FT 1","PFT Warranty Free Text","",""
"FIXTRUNLEN","Fixture Run Length","",""
"LMAIN5000_MIN","Lumen Maintenance 5000 h (Min)","IF-517;IF-544;IF-524;IF-516;IF-512;IF-538;IF-61693;IF-537;IF-542;IF-535;MPG-9857;IF-530;IF-536;IF-526;IF-515;IF-518;IF-543;IF-522;IF-531;IF-523;IF-521",""
"DIAMD1_MAX","Diameter D1 (Max)","",""
"Enterprise label","Enterprise label","",""
"EEI","Energy Efficiency Index","",""
"Product.Date.Activation.EOP.Global","EOP Commercial Family Global","",""
"BALL-MARK","Ball impact resistance mark","",""
"LMAIN20000","Lumen Maintenance 20000 h","IF-543;IF-537;IF-536",""
"COLDESIG","Color Designation","PG-9455;IF-545;IF-569;IF-572;IF-505;IF-6600762;PG-26542;IF-548;CAT-9325;MPG-9859;CAT-9324;IF-567;MPG-9858;CAT-9323;MPG-9857;IF-571","CAT-9323;MPG-9857"
